Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Mining,South America,India,2012,22.93,19.79,43.62,52.53,19.68,18.81,1126.61,6505.79,26.87,50.28,-1.35,-3.35
Energy,South America,India,2001,169.74,99.25,26.97,111.2,29.94,4.59,1326.96,24681.8,86.65,12.64,3.9,3.73
Construction,South America,India,2015,77.6,68.47,22.3,181.14,4.72,4.64,700.65,14764.85,80.31,73.02,-3.6,-3.76
Manufacturing,South America,India,2007,29.08,674.52,81.43,165.69,9.44,1.01,1285.61,18918.29,77.79,75.86,5.71,-4.87
Construction,South America,India,2013,181.92,556.55,99.71,163.34,12.27,2.24,1196.63,14249.64,71.7,34.64,-0.62,6.12
Mining,South America,India,2006,254.15,997.4,41.92,31.68,8.74,19.15,157.07,8242.64,79.36,28.78,3.01,-1.28
Manufacturing,South America,India,2008,68.3,313.42,21.93,151.16,24.23,13.29,790.56,20766.76,22.83,61.12,6.72,-0.45
Construction,South America,India,2012,90.98,169.46,10.32,25.29,25.68,15.84,399.96,11287.09,86.86,56.18,-6.76,-3.2
Mining,South America,India,2014,121.86,671.03,63.13,47.46,22.47,5.49,883.31,21974.6,91.98,7.17,-7.11,8.5
Mining,South America,India,2011,201.68,731.34,62.29,12.24,20.51,12.55,1055.72,9592.46,43.1,1.15,10.66,-4.83
Manufacturing,South America,India,2006,160.35,196.64,1.59,169.1,9.97,7.54,1003.55,15185.73,69.07,88.84,7.14,8.19
Manufacturing,South America,India,2008,40.12,887.33,76.31,66.6,13.49,11.08,1024.77,6604.66,66.92,92.41,11.69,2.78
Manufacturing,South America,India,2007,281.09,819.66,78.56,157.03,27.71,18.7,552.35,17702.29,88.2,74.37,1.9,3.39
Manufacturing,South America,India,2018,88.25,607.44,92.9,185.19,10.39,12.13,792.49,23741.26,55.7,15.71,2.77,-4.49
Construction,South America,India,2021,25.53,644.6,75.07,144.65,44.43,3.03,592.75,10522.66,51.68,23.1,-9.12,3.89
Energy,South America,India,2002,185.69,145.86,7.96,90.48,38.02,15.56,679.15,14559.3,88.63,3,6.53,4.51
Mining,South America,India,2014,290.96,755.51,14.53,36.14,40.71,13.86,604.53,20609.32,77.63,74.93,10.54,1.64
Construction,South America,India,2003,178.65,432.25,96.12,137.94,24.29,19.72,1121.26,4970.4,49.1,38.19,-4.04,-2.09
Construction,South America,India,2016,153.62,613.16,78.48,187.4,8.35,16.14,147.94,15479.49,92.81,18.13,13.09,5.03
Energy,South America,India,2001,78.01,239.22,47.39,163.6,49.95,9.78,1353.64,9992.08,71.07,94.23,-3.32,-2.34
Manufacturing,South America,India,2015,93.43,667.4,18.6,106.82,32.11,11.65,1306.58,5850.01,43.97,96.64,-1.84,-0.17
Construction,South America,India,2009,187.79,632.73,91.24,182.76,29.92,1.93,1090.11,16633.97,51.92,46.8,-0.5,1.58
Manufacturing,South America,India,2005,277.97,619.36,73.44,19,29.87,8.5,1057.5,5235.35,46.64,48.57,6.75,-3.19
Mining,South America,India,2002,67.02,432.72,19.28,137.65,24.24,2.81,609.34,8516.45,56.76,42.37,12.92,-4.73
Energy,South America,India,2009,249.22,493.9,29.42,127.89,33.22,14.4,1161.98,8436.2,92.43,37.66,6.95,2.4
Energy,South America,India,2019,33.88,358.9,49.51,78.29,28.26,3.67,1206.32,9395.85,74.45,30.51,8.59,-4.95
Energy,South America,India,2007,102.08,884.02,36.97,82.76,35.6,5.26,189.58,1008.63,66.05,90.36,-5.5,3.96
Manufacturing,South America,India,2008,196.3,53.57,46.46,112.34,1.61,13.2,1058.35,277.44,76.68,74.96,8.3,0.06
Mining,South America,India,2004,122.92,603.04,61.28,167.13,43.1,9.57,882.82,6729.08,44.45,7.71,-2.08,-3.76
Mining,South America,India,2007,67.03,627.95,4.85,62.6,23.31,14.81,739.87,15705.39,61.04,32.65,13.46,-0.66
Mining,South America,India,2019,94.69,776.87,6.57,160.45,31.89,4.36,389.16,11521.14,35.18,74.05,-9.44,1.64
Manufacturing,South America,India,2011,192.99,473.45,25.11,67.74,5.14,14.57,821.15,24031.66,78.79,73.13,10.98,0.4
Construction,South America,India,2022,203.32,259.85,19.18,117.64,12.57,2.57,690.43,21578.81,89.98,1.61,-2.18,-4.53
Energy,South America,India,2009,185.99,675.89,15.23,78.37,41.39,12.47,1493.17,4459.55,42.57,18.69,-6.62,0.19
Manufacturing,South America,India,2006,96.18,925.63,80.96,25.87,3.39,12.87,975.86,8380.91,20.56,65.33,-9.33,6.52
Manufacturing,South America,India,2004,93.27,98.74,81.72,90.4,38.77,17.67,619.33,610.11,48.49,5.72,1.22,-0.81
Construction,South America,India,2016,231.3,627.73,11.85,185.05,42.56,8.02,827.17,6467.92,61.32,54.13,-8.44,6.23
Manufacturing,South America,India,2008,287.14,928.67,82.67,69.13,36.48,16.01,588.05,23912.96,58.92,58.13,-4.91,-3.57
Manufacturing,South America,India,2014,40.81,804.01,16.32,57.42,38.18,5.07,1460.56,21051.32,50.59,14.24,2.64,0.39
Manufacturing,South America,India,2013,123.7,394.03,67.16,4.62,48.2,12.58,1359.53,4514.99,23.86,73.35,-4.91,1.65
Energy,South America,India,2001,131.86,356.51,26.31,81.36,13.45,16.04,937.91,24531.28,24.05,81.13,7.42,-4.1
Construction,South America,India,2004,181.71,220.43,14.2,38.18,22.3,8.74,622.44,5106.14,76.08,5.89,-7.18,9.97
Mining,South America,India,2016,20.79,517.51,71.39,44.71,15.12,0.16,347.48,9694.51,91.68,54.82,-1.49,1
Construction,South America,India,2001,218.93,468.93,95.81,110.69,23.23,9.81,1426.24,18537.2,80.25,91.24,-4.75,-0.65
Construction,South America,India,2021,284.17,730.2,26.89,133.14,25.39,11.83,1473.32,9639.6,44.99,8.71,-4.2,-4.64
Manufacturing,South America,India,2008,264.49,193.96,82.66,13.65,3.44,3.49,1174.13,24535.1,26.03,61.03,11.8,9.85
Mining,South America,India,2021,45.53,544.42,27.09,110.97,4.58,7.75,1086.81,6102.94,91.9,67.56,9.01,9.83
Energy,South America,India,2005,81.78,59.25,30.92,33.51,21.23,3,1350.04,2197.28,90.79,51.69,4.69,-0.11
Manufacturing,South America,India,2001,234.22,994.88,76.1,106,12.57,9.98,1369.64,22613.23,40,6.79,10.93,4.43
Mining,South America,India,2012,232.1,268.62,3.2,133.27,22.76,13.68,1361.9,5382.36,39.93,45.96,6.13,-3.72
Manufacturing,South America,India,2001,164.9,283.19,30.9,37.24,41.63,11.15,815.09,14047.45,27.31,68.15,9.34,-0.92
Mining,South America,India,2016,195.17,450.04,58.95,73.52,38.81,7.05,1006.5,20171.66,56.48,13.04,6.13,-3.01
Energy,South America,India,2008,153.93,22.56,82.12,102.07,45.86,11.42,453.39,10223.25,80.42,91.47,4.58,4.05
Energy,South America,India,2017,190.17,40.8,37.13,177.78,6.25,13.19,675.57,2320.62,74.46,42.71,11.97,5.26
Construction,South America,India,2001,113.73,382.83,41.23,196.22,6.69,5.92,1277.45,17112.92,97.25,50.86,9.85,-4.68
Mining,South America,India,2021,43.9,933.06,78.83,150.69,5.94,18.99,308.67,2359.49,55.38,98.05,-8.84,-3.34
Mining,South America,India,2013,19.81,18.49,16.65,178.87,44.33,16.1,774.86,10030.37,70.36,0.75,-8.96,-2.88
Mining,South America,India,2009,1.55,95.21,3.14,121.73,26.8,9.05,345.05,16243.44,84.63,33.52,12.82,8.48
Mining,South America,India,2021,241.11,779.09,89.25,175.55,2.45,4.19,1127.06,17212.78,32.38,23.76,3.33,-4
Manufacturing,South America,India,2017,34.99,806.95,53.6,151.44,18.57,18.42,829.83,778.83,48,22.68,-2.23,7.59
Mining,South America,India,2012,17.48,427.03,84.69,182.18,36.6,7.93,396.66,12388.99,57.33,35.9,11.99,-3.21
Mining,South America,India,2010,2.85,736.96,3.74,152,45.05,0.32,775.07,9840.15,39.58,95.72,7.37,-3.41
Mining,South America,India,2019,270.82,29.08,93.54,176.74,26.42,9.66,227.86,24532.02,92.35,86.93,9.28,2.8
Energy,South America,India,2006,259.24,279.11,83.47,145.02,4.7,1.2,518.71,12241.85,90.49,13.14,0.02,6.5
Manufacturing,South America,India,2004,53.2,324.09,74.97,110.06,38.71,6.88,495.28,802.81,24.53,44.71,-9,4.28
Manufacturing,South America,India,2020,205.41,477.03,70.24,78.67,42.34,6.37,221.65,23759.84,36.62,46.7,7.58,2.69
Mining,South America,India,2008,141.08,346.17,48.1,84.26,3.9,1.6,1220.04,15663.36,75.95,85.2,-0.21,8.9
Construction,South America,India,2014,203.12,278.17,58.73,8.06,28.66,1.34,1332.98,2813.63,47.3,91.47,-3.22,0.08
Construction,South America,India,2004,200.23,815,70.49,164.9,22.6,7.15,954.59,2671.24,47.85,26.89,7.96,7.52
Manufacturing,South America,India,2018,217.97,397.44,58.65,113.07,20.04,4.61,1446.52,238.33,62.5,73.97,1.44,6.25
Energy,South America,India,2004,241.61,422.9,33.94,135.9,16.51,13.78,1398.63,13404.71,72.16,38.6,-2.66,9.76
Construction,South America,India,2022,76.49,556.88,59.86,73.97,22.96,18.14,1098.41,9836.81,28.74,17.53,12.89,-2.54
Mining,South America,India,2009,84.05,809.15,87.91,101.9,8.06,2.29,1344.68,7693.6,43.64,28.26,-6.66,1.63
Energy,South America,India,2010,154.48,932.12,68.92,105.44,12.82,13.16,153.53,2402.17,36.12,57.62,-9.61,-1.8
Mining,South America,India,2016,269.58,843.12,39.96,43.42,41.23,15.03,1470.61,13303.66,73.43,26.24,0.27,-3.63
Construction,South America,India,2007,232.26,652.79,15.1,29.33,20.96,19.35,608.99,19889.97,54.37,12.59,14.41,-0.51
Construction,South America,India,2017,262.59,531.06,32.78,177.54,21.61,8.93,1212.67,12494.83,67.99,7.78,8.13,8.66
Construction,South America,India,2021,221.73,474.56,13.41,56.58,10.36,0.5,1039.16,9242.12,94.63,60.21,3.61,-2.71
Construction,South America,India,2007,102.11,372.75,82.44,104.59,12.03,18.24,589.01,13906.64,74.08,62.15,6.95,3.3
Mining,South America,India,2011,208.62,161.59,2.25,46.55,7.01,7.15,183.04,10146.8,87.15,35.12,-5.7,-2.57
Manufacturing,South America,India,2001,22.97,200.69,59.99,38.36,3.63,17.38,1207.54,1390.16,46.51,8.01,6.65,7.33
Mining,South America,India,2008,252.62,409.07,79.93,60.88,11.03,9.47,22.63,18663.98,56.65,1.07,-2.62,9.16
Energy,South America,India,2004,13.04,271.72,93.05,145.53,4.31,1.65,490.53,8025.69,50.25,57.64,6.36,7.51
Mining,South America,India,2009,13.9,131.28,82.54,180.27,2.34,10.85,984.43,9365.47,66.55,7.18,-7.96,2.74
Energy,South America,India,2007,117.96,284.95,20.61,180.31,35.44,4.37,94.16,13611.57,41.73,91.94,11.29,0.46
Mining,South America,India,2000,290.84,220.59,36.57,110.95,45.4,9.06,1045.9,6854.06,33.09,48.09,1.96,2.7
Mining,South America,India,2013,259.9,718.05,64.57,26.19,12.44,19.51,1098.8,3889.07,86.22,17.01,10.85,5.49
Manufacturing,South America,India,2001,271.22,844.19,17.01,90.55,37.28,9.77,689.58,953.79,62.3,82.3,0.82,-0.72
Energy,South America,India,2008,191.92,114.89,78.29,70.75,37.03,9.97,917.18,20593.99,93.58,43.7,4.12,4.29
Mining,South America,India,2008,27.67,304.58,20.95,144.23,47.65,12.79,812.22,21464.09,55.72,96.82,-3.49,0.9
Mining,South America,India,2018,95.64,755.4,36.73,63.96,28.44,19.02,631.05,8049.56,44.59,81.63,10.79,-3.05
Construction,South America,India,2000,153.2,655.84,84.86,184.17,20.95,2.67,690.87,6905.11,60.41,79.89,13.31,1.39
Mining,South America,India,2016,193.9,212.09,1.37,161.94,43.98,5.72,1140.27,22845.36,23.46,63.69,-3.38,0.57
Construction,South America,India,2012,226.49,472.81,90.68,142.13,4.12,5.1,330.52,21243.62,23.69,95.29,-7.84,9.26
Manufacturing,South America,India,2006,205.4,696.1,10.81,176.59,28.75,13.74,1042.96,10935.72,60.28,52.34,9.05,0.77
Manufacturing,South America,India,2018,255.38,535.28,39.05,116.34,42.73,18.76,549.8,21576.46,88.35,40.66,10.59,-3.89
Mining,South America,India,2013,24.74,500.27,3.66,36.44,8.96,9.63,368.72,1511.49,35.81,11.59,-1.83,5.55
Energy,South America,India,2013,49.99,483.98,74.31,144.38,38.16,0.13,343.49,2437.88,21.83,50.39,6.01,-1.25
Manufacturing,South America,India,2002,156.05,507.9,99.05,156.13,37.66,9.38,677.21,17599.84,88.41,80.59,-7.6,7.79
Construction,South America,India,2016,85.17,390.52,15.47,173.18,6.77,15.94,378.19,15847.22,63.37,34.94,14.7,7.64
Construction,South America,India,2005,64.55,653.45,80.67,116.06,7.13,11.76,138.54,16638.83,70.85,59.9,2.21,4.58
Mining,South America,India,2018,67.15,373.64,1.61,132.66,4.11,18.52,1298.99,18958.35,78.86,82.83,-3.91,3.35
Manufacturing,South America,India,2015,40.28,104.79,3.92,55.56,18.37,13.05,818.89,20892.49,35.13,74.19,-6.88,4.33
Mining,South America,India,2022,8.8,766.55,5.77,182.65,28.08,16.64,890.89,24623.45,20.23,42.27,12.79,-3.32
Mining,South America,India,2014,282.98,712.11,54.5,54.75,14.7,16.07,1481.88,20960.88,25.6,63.97,1.05,-1.12
Mining,South America,India,2018,81.5,213.17,23.96,0.74,31.97,14.83,383.6,10805.27,21.12,78.81,-2.13,3.91
Energy,South America,India,2017,21.68,40.63,75.84,168,4.86,14.48,152.66,2045.79,69.24,6.28,-3.3,7.99
Manufacturing,South America,India,2000,117.26,741,28.28,124.18,25.51,18.46,1159.78,24110.24,89.46,10.6,14.61,9.13
Manufacturing,South America,India,2014,164.09,156.4,18.01,111.31,44.24,14.02,1185.71,8234.2,65.08,14.04,-4.02,6.26
Manufacturing,South America,India,2012,40.04,430.27,89.59,33.33,49.06,2.98,20.91,3587.15,68.7,85.55,-0.14,-2.52
Construction,South America,India,2001,83.82,697.96,34.65,86.79,38.37,4.84,883.79,12701.04,92.71,77.97,6.54,4.46
Construction,South America,India,2012,224.79,453.56,94.5,46.03,38.88,3.37,203.73,5454.66,90.05,1.09,-2.12,8.95
Mining,South America,India,2018,292.03,684.88,69.63,58.73,19.3,8.33,1290.22,14997.16,67.48,2.55,14.61,2.49
Energy,South America,India,2001,22.48,830.68,26.85,110.09,48.71,1.23,913.61,18172.64,48.69,42.51,-8.22,0.58
Energy,South America,India,2020,42.91,176.48,96.64,91.63,47.76,13.59,645.69,22103.64,64.8,59.68,11.1,6.04
Mining,South America,India,2010,266.61,80.84,86.74,132.42,9.05,18.92,708.78,10882.76,94.78,30.17,5.37,-0.52
Manufacturing,South America,India,2009,201.08,794.54,64.11,52.07,48.05,4.36,708.86,7375.4,62.04,13.79,6.26,-1.76
Construction,South America,India,2020,60.3,571.41,16,190.96,34.94,8.49,387.66,4018.54,25.97,62.29,6.37,1.38
Mining,South America,India,2011,254.62,52.89,9.01,42.6,25.46,0.45,593.82,24100.06,54.75,57.46,4.81,2.77
Mining,South America,India,2006,295.74,644.06,13.24,52.06,19.3,3.37,731.48,13735.04,67.38,45.56,-2.2,-0.77
Mining,South America,India,2009,177.86,651.74,36.14,53.23,24.21,8.11,588.14,3919.36,70.21,98.02,12.27,-1.01
Manufacturing,South America,India,2021,297.32,896.68,45.65,169.75,13.05,6.85,1241.63,13873.95,55.38,92.83,6.28,-1.26
Manufacturing,South America,India,2016,27.55,809.64,27.69,111.35,37.75,15.95,1474.37,12656.76,98.73,17.39,-2.46,2.43
Manufacturing,South America,India,2007,160.35,285.27,92.18,32.32,46.02,8.17,818.45,15992.74,76.51,17.48,2.19,-2.64
Manufacturing,South America,India,2021,116.63,908.08,2.74,94.78,46.63,2.23,102.61,19624.65,68.52,82.3,-7.31,-4.81
Mining,South America,India,2001,193.2,795.35,67.4,51.23,47.15,8.9,406.05,8040.11,40.01,84.49,-5.4,3.44
Mining,South America,India,2005,109.49,72.35,90.26,70.54,27.3,9.14,1441.28,7710.04,21.91,55.18,-2.48,1.41
Manufacturing,South America,India,2005,218.55,900.21,67.85,2.58,20.38,18.99,705.79,18035.58,38.31,8.79,10.96,4.74
Mining,South America,India,2008,134.87,42.52,99.73,19.89,0.17,12.39,768.47,4854.06,42.24,84.58,10.03,-2.85
Energy,South America,India,2007,73.29,968.07,81.98,123.08,30.21,13.49,1415.75,18493.8,33.24,7.81,12.79,3.87
Construction,South America,India,2010,101.52,829,43.28,136.77,46.06,16.38,347.5,4857.15,50.17,76.16,13.02,-2.51
Energy,South America,India,2003,264.39,292.24,59.76,12.85,8.98,6.94,1187.98,23673.86,82.72,38.73,6.47,-4.88
Manufacturing,South America,India,2016,11.79,754.47,32.36,152.5,48.23,12.62,1424.66,15460.67,44.91,95.98,-8.49,1.6
Energy,South America,India,2003,62.42,156.14,6.37,70.21,15.66,12.36,791.51,11725.3,20.89,3.18,14.17,2.14
Construction,South America,India,2015,55.07,701.07,36.32,94.97,7.04,3.81,1269.4,11590.6,40.5,82.48,4.53,7.99
Mining,South America,India,2009,267.31,392.69,11.14,45.76,13.47,7.13,120.98,19504.72,31.13,94.28,8.24,7.59
Construction,South America,India,2003,37.43,336.86,76.22,106.75,28.71,5.31,1160.47,19308.97,32.6,43.88,7.07,9.92
Mining,South America,India,2019,4.82,30.66,93.14,67.94,21.92,9.17,350.98,24247.86,22.36,13.48,14.13,4.25
Mining,South America,India,2013,230.28,637.79,61.64,73.85,32.06,16.73,873.09,2643.18,41.09,22.32,12.27,4.23
Energy,South America,India,2014,82.78,30.19,66.36,85.36,19.94,14.26,1024.39,13515.67,27.33,51.77,-2.5,9.97
Construction,South America,India,2011,56.44,219.5,18.38,77.4,10.82,10.14,291.36,4479.41,27.59,12.95,10.34,7.67
Energy,South America,India,2020,82.53,846.83,9.9,139.23,9.18,9.17,880.57,11933.68,99.01,84.06,-0.46,8.51
Construction,South America,India,2013,274.24,449.79,83.87,132.22,29.55,11.95,1383.24,15226.47,25.79,90.26,-0.49,9.39
Mining,South America,India,2008,32.66,421.84,73.29,194.55,28.86,17.84,970.99,11455.79,24.24,51.9,4.9,-2.41
Mining,South America,India,2015,156.54,33.93,24.64,163.29,26.36,1.92,721.19,18729.7,81.14,52.51,6.27,-2.31
Energy,South America,India,2017,293.97,749.94,15.67,186.02,20.9,12.43,63.06,10062.84,24.74,80.99,10.47,-1.07
Energy,South America,India,2022,154.81,3.37,96,82.23,33.65,11.85,1394.45,16757.34,90.15,89.61,7.52,-3.8
Construction,South America,India,2021,199.26,933.54,39.68,6.05,5.75,3.19,1290.88,10661.41,31.37,41.56,-2.72,-4.78
Energy,South America,India,2003,123.06,815.23,50.24,30.15,13.92,13.85,245.58,3034.03,82.29,79.66,-6.13,6.01
Energy,South America,India,2020,267.46,770.26,93.91,139.62,3.93,11.39,754.31,9686.21,47.89,82.62,11.72,0.89
Manufacturing,South America,India,2017,242.88,508.23,96.21,159.56,0.6,4.38,25.18,16067.27,25.67,74.53,2.44,9.39
Energy,South America,India,2013,91.47,181.63,52.28,58.82,16.93,6.58,1107.77,17810.24,28.72,34.63,-3.05,7.24
Construction,South America,India,2001,21.36,98.75,31.73,5.78,21.2,12.4,20.96,9401.18,56.74,99.5,-0.12,5.69
Manufacturing,South America,India,2022,190.11,293.51,52.81,172.81,43.49,7.63,1068.54,7515.49,44.77,93.28,7.74,-3.84
Construction,South America,India,2019,84.76,826.79,57.5,48.41,18.44,13.59,523.4,17450.29,64.21,69.51,12.03,5.3
Manufacturing,South America,India,2010,186.35,863.96,91.75,135.69,36.69,16.51,1499.31,10941.34,68.62,51.66,-3.87,6.68
Energy,South America,India,2019,169.14,644.53,39.83,150.39,41.05,2.61,980.15,3171.71,30.72,49.39,-6.65,-2.44
Construction,South America,India,2011,50.14,538.13,97.59,155.52,2.06,19.47,1122.96,8933.32,82.03,0.91,-5.78,-3.44
Manufacturing,South America,India,2007,267.25,708.31,48.36,68.71,44.7,12.92,32.41,14338.98,21.34,14.75,12.01,-0.77
Mining,South America,India,2005,112.86,421.07,37.63,143.06,42.02,0.57,227.25,8831.29,38.54,15.56,-6.96,-0.18
Energy,South America,India,2015,92.56,12.45,57.81,21.18,16.48,13.23,1188,21059.63,68.89,53.44,-4.21,6.65
Energy,South America,India,2005,200.65,598.59,67.33,127.27,27.22,1.61,983.78,15456.7,96.5,19.07,-7.94,0.57
Manufacturing,South America,India,2010,72.55,291.93,28.74,51.46,32.63,9.17,525,7729.72,49.86,31.29,-2.18,-4.31
Construction,South America,India,2001,61.65,995.15,92.19,109.33,10.82,18.26,872.29,21214.02,77.68,22.85,-5.77,9.63
Construction,South America,India,2000,293.28,391.47,15.92,149.41,4.86,15.55,1499.8,19509.61,94.98,5.64,9.85,3.17
Construction,South America,India,2014,297.83,369.19,27.2,126.71,4.44,7.76,521.7,19300.24,95.57,86.66,2.81,7.87
Construction,South America,India,2011,284.46,586.42,49.96,28.76,25.62,8.74,158.88,18442.53,71.26,36.72,13.71,-0.06
Mining,South America,India,2002,198.23,479.27,18.92,132.96,33.23,5.09,1086.65,11917.76,90.6,58.78,6.99,-2.45
Manufacturing,South America,India,2009,128.07,239.93,42.98,157.61,18.28,15.53,140.74,17908.68,61.73,35.86,-6.63,-0.78
Construction,South America,India,2022,68.69,979.78,77.02,4.42,42.29,7.44,720.13,11725.24,34.99,35.69,-8.49,7.75
Manufacturing,South America,India,2006,192.48,211.4,51.2,189.06,43.22,9.66,622.43,22367.26,61.8,22.67,9.91,6.39
Manufacturing,South America,India,2021,55.81,836.07,35.1,139.84,47.99,8.24,679.21,19213.93,93.38,32.07,-5.64,1.65
Construction,South America,India,2009,242.01,548.89,96.06,192.34,21.17,8.08,1484.58,20675.4,75.66,37.25,8.63,5.48
Mining,South America,India,2018,157.86,492.72,89.82,168.03,4.4,8.64,597.03,2527.97,88.04,60.33,-7.61,-0.18
Mining,South America,India,2022,32.2,232.79,97.4,159.87,39.33,15.76,1108.01,8637.63,74.99,5.4,2.96,-3.88
Mining,South America,India,2016,236.73,854.45,38.1,194.62,33.18,11.38,385.28,10759.7,21.6,71.72,5.99,6.82
Energy,South America,India,2004,276.21,616.04,98.09,153.63,30.79,4.09,1284.46,5152.39,94.05,45.03,14.64,-4.45
Manufacturing,South America,India,2004,61.38,48.71,22.05,22.66,4.83,3.38,90.55,11562.21,31.48,70.6,-0.35,9.28
Mining,South America,India,2004,115.2,135.22,70.87,154.69,44.38,7.49,145.72,16409.55,71.07,40.01,4.56,9.77
Mining,South America,India,2018,159.48,899.4,45.75,157.89,42.48,12.29,452.47,7095.65,63.45,21.4,8.28,-0.95
Construction,South America,India,2017,187.78,130.7,37.89,3.12,15.72,7.18,1054.35,3516.08,65.3,12.66,9.21,-2.02
Energy,South America,India,2005,224.01,66.49,59.27,109.51,30.16,0.42,1255.56,3761.86,43.2,65.42,14.03,-3.87
Energy,South America,India,2009,197.89,217.78,98.17,148.37,6.66,15.92,452.68,24506.35,73.58,51.37,5.88,-3.78
Energy,South America,India,2011,74.76,164.64,60.88,40.5,31.95,11.69,782.96,22208.75,46.79,61.67,8.17,-3.44
Manufacturing,South America,India,2013,299.93,494.25,81.21,36.76,4.67,9,345.28,15283.29,29.65,67.82,-0.07,0.8
Energy,South America,India,2005,83.72,78.72,57.43,34.15,41.18,12.25,805.19,19060.94,55.99,17.18,0.63,0.72
Manufacturing,South America,India,2001,107.14,325.1,84.3,6.74,11.21,1.54,891.29,20944.62,34.6,43.25,-4.16,7.48
Mining,South America,India,2000,51.27,653.17,98.12,86.55,33.28,11.86,128.35,2699.77,45.69,31.33,-8.04,5.41
Construction,South America,India,2004,119.89,129.96,91.2,25.07,16.66,3.49,320.15,8948.69,45.01,30.36,12.84,2.8
Energy,South America,India,2006,31.98,141.74,4.25,22.71,30.69,3.08,39.13,1572.21,20.64,71.88,3,5.15
Construction,South America,India,2006,21.37,335.4,35.8,126.88,12.65,18.11,1006.99,11049.46,50.75,31.9,4.2,-0.49
Mining,South America,India,2001,264.09,289.65,97.2,121.17,33.23,19.9,1411.14,18372.54,53.56,36.7,-0.72,9.99
Mining,South America,India,2000,118.75,365.66,45.11,164.04,0.76,8.24,1479.8,7423.33,42.48,47.55,11.13,9.57
Construction,South America,India,2000,1.47,840.9,24.23,112.55,33.83,16.71,403.42,23936.32,59.6,20.4,2.87,3.62
Construction,South America,India,2018,77.27,379.07,39.5,140.12,13.13,11.56,620.46,16985.62,38.77,36.7,-8.56,-3.03
Energy,South America,India,2006,223.73,219.32,49.18,4.48,29.39,17.26,673.94,9007.26,66.54,84.57,0.79,2.61
Mining,South America,India,2013,255.89,424.73,30.73,197.36,1.86,15.56,1115.98,11516.09,81.97,7.59,9.62,4.58
Construction,South America,India,2001,101.54,247.22,17.22,156.62,4.94,6.23,194,12511.55,86.46,37.57,-0.89,7.02
Energy,South America,India,2005,234.84,269.86,64,99.61,42.58,5.66,1426.66,13759.96,55.3,28.93,3.66,2.03
Mining,South America,India,2008,126.14,184.23,73.71,21.72,23.06,18.61,485.09,226.84,41.82,10.14,10.14,0.73
Manufacturing,South America,India,2015,62.28,43.24,9.36,158.47,46.24,6.29,1086.03,22679.41,36.11,35.93,8.69,6.31
Mining,South America,India,2010,166.48,148.15,49.39,100.09,21.14,16.8,1432.67,8954.76,66.76,2.21,-3.7,4.26
Construction,South America,India,2016,268.18,624.46,53.48,138.34,36.27,4.08,720.82,5866.81,38.62,98.24,7.37,-0.13
Energy,South America,India,2000,263.93,644.82,15.66,94.15,35.43,12.29,350.96,6139.38,95.38,66.1,14.61,0.33
Construction,South America,India,2009,239.49,953.18,2.07,155.46,0.97,15.86,452.06,14946.03,24.79,25.52,9.73,6.94
Mining,South America,India,2003,37.83,999.79,80.89,3.23,47.91,16.73,980.92,22262.98,34.11,14.1,-6.73,-0.91
Mining,South America,India,2005,260.85,583.75,94.67,75.38,29.16,12.88,415.21,13069.79,32.92,52.17,-5.63,-4.96
Energy,South America,India,2010,266.02,29.8,69.91,115.05,23.55,6.93,1447.77,8120.81,21.52,87.51,7.66,-4.98
